FSN,ID
x-ray computer assisted tomography,77477000
tomodensitometry,77477000
c.a.t. scan nos,77477000
computerised tomogram,77477000
computerised axial tomography,77477000
cat - computerized axial tomography,77477000
"scans, x-ray ct",77477000
x-ray computerized tomography,77477000
"ct scan, x ray",77477000
computed tomography x rays,77477000
cat scan,77477000
computed axial tomography,77477000
cat scan procedure,77477000
computerized tomography,77477000
ct x rays,77477000
x ray computer assisted tomography,77477000
x ray computerized tomography,77477000
emi scan,77477000
computerized tomogram,77477000
"computerized transaxial tomography, nos",77477000
transmission computed tomography,77477000
"tomography, transmission computed",77477000
cat procedure scan,77477000
"ct scans, x-ray",77477000
scan ct,77477000
ct - computerised tomography,77477000
computed x ray tomography,77477000
"computed tomography, x-ray",77477000
"computerized transaxial tomography, without iv contrast",77477000
"tomography, computed x-ray",77477000
computerised transaxial tomography,77477000
ct,77477000
"cat scan, x-ray",77477000
ct (computerized tomography),77477000
"tomography, x-ray computed",77477000
ctt,77477000
xray computed tomography,77477000
"tomography, x ray computed",77477000
ct scan without iv contrast,77477000
computed tomography (procedure),77477000
cat,77477000
cat - computerised axial tomography,77477000
cats scan,77477000
"ct scan, without iv contrast",77477000
computed tomography,77477000
x-ray ct scans,77477000
"cat scan, nos",77477000
computed tomography scan,77477000
computerized transaxial tomography without iv contrast,77477000
computerized tomograph scan,77477000
computing tomography,77477000
computerized axial tomography,77477000
"tomography, computed",77477000
x-ray computed tomography,77477000
ct scan,77477000
"tomography, x ray computerized",77477000
"computerized axial tomography, nos",77477000
"scan, x-ray ct",77477000
back,77568009
structure of back of trunk,77568009
structure of back of trunk (body structure),77568009
"back structure, excluding neck",77568009
back structure,77568009
pitting (qualifier value),77855009
pitted,77855009
pitting,77855009
"muscular activity, nos",78718001
muscle function (observable entity),78718001
"muscle function, nos",78718001
muscle functions,78718001
muscular activity,78718001
function muscles,78718001
function muscle,78718001
functions muscle,78718001
functioning muscle,78718001
muscle function,78718001
disease of lower digestive tract,79787007
disorder of lower gastrointestinal tract (disorder),79787007
"disease of lower digestive tract, nos",79787007
disorder of lower gastrointestinal tract,79787007
skeletal muscle system structure,79984008
skeletal muscular system,79984008
"muscle, striated",79984008
"skeletal muscular system, nos",79984008
striated muscle tissue,79984008
structure of striated muscle tissue,79984008
"striated muscle, nos",79984008
muscular skeletal system,79984008
skeletal muscle system,79984008
"striated muscles, nos",79984008
skeletal musculature system,79984008
skeletal muscle system structure (body structure),79984008
"muscles, striated",79984008
structure of striated muscle tissue (body structure),79984008
striated muscles,79984008
striated muscle,79984008
striated muscle system,79984008
joint function disorder (finding),80598009
"disorder, joint function",80598009
joint function disorder,80598009
abnormal joint movement,80598009
diseases of the skin and subcutaneous tissues,80659006
diseases of the skin and subcutaneous tissues: general terms and histologic types,80659006
disorder of the dermis and subcutaneous tissue,80659006
"disorder of the skin and subcutaneous tissue, unspecified",80659006
unspecified disorder of skin and subcutaneous tissue,80659006
diseases of the skin and subcutaneous tissue (l00-l99),80659006
diseases of the skin and subcutaneous tissues: general terms,80659006
disorder of skin and/or subcutaneous tissue (disorder),80659006
"disease of skin and subcutaneous tissue, nos",80659006
"diseases of the skin and subcutaneous tissues: general terms, histologic types and infections",80659006
diseases of the skin and subcutaneous tissue,80659006
skin and subcutaneous tissue disease,80659006
"disorder of skin and subcutaneous tissue, unspecified",80659006
disorder of skin and subcutaneous tissue (diagnosis),80659006
disorder of skin and/or subcutaneous tissue,80659006
skin and subcutaneous tissue disorders,80659006
disorder of skin and subcutaneous tissue,80659006
skin and subcutaneous tissue disorder,80659006
disorder predictors,80943009
factor risks,80943009
risk factor,80943009
risk factor (observable entity),80943009
risk indicator,80943009
risk factors,80943009
risk indicators,80943009
risk factor nos,80943009
vulnerability factors,80943009
risk characteristics,80943009
"factor, risk",80943009
joint system,81087007
joints,81087007
set of joints of body,81087007
joint,81087007
set of all joints,81087007
articular system,81087007
articular system structure,81087007
systema articulare,81087007
"articular system, nos",81087007
articular system structure (body structure),81087007
"disease, collagen",81573002
rheumatologic disorder (diagnosis),81573002
collagen diseases,81573002
collagen disorders,81573002
"collagen disease, nos",81573002
diffuse diseases of connective tissue,81573002
rheumatologic disorder,81573002
collagen disorder,81573002
diffuse disease of connective tissue,81573002
musculoskeletal pain disorder,81573002
"collagen disorder, nos",81573002
disease;collagen,81573002
collagen disorder nos,81573002
unspecified diffuse connective tissue disease,81573002
disorder collagen (nos),81573002
collagen disorder (nos),81573002
"diffuse disease of connective tissue, nos",81573002
rheumatism,81573002
collagen disease (disorder),81573002
"diseases, collagen",81573002
collagen disease nos,81573002
rheumatologic problem,81573002
collagen disease,81573002
eyeballs,81745001
oculus,81745001
bulbus oculi,81745001
structure of eye proper (body structure),81745001
eye,81745001
ocular structure,81745001
eye structure,81745001
optic,81745001
eye (anatomy),81745001
structure of eye proper,81745001
ophthalmology and optometry,81745001
ocular,81745001
"eye, nos",81745001
ophthalmic,81745001
structure of eyeball,81745001
eyeball,81745001
globe,81745001
eyeball structure,81745001
?eye,81745001
eyes,81745001
serum globulin,81905004
globulins,81905004
"globulin, nos",81905004
globulin (substance),81905004
globulin,81905004
chronic pain (symptom),82423001
"pain, chronic",82423001
pain;chronic,82423001
chronic pain,82423001
chronic; pain,82423001
pain; chronic,82423001
chronic pain (finding),82423001
pain chronic,82423001
long-lasting pain,82423001
digits,82680008
digit structure (body structure),82680008
digit,82680008
digit structure,82680008
"digit, nos",82680008
digital,82680008
hla - human leukocyte antigen class i type antigen,83496006
"d, k loci, mice",83496006
hla class i antigen,83496006
human leukocyte antigen (hla) class i antigen,83496006
class i hla antigen,83496006
hla - human leucocyte antigen class i type antigen,83496006
human class i antigens,83496006
human leukocyte antigen class i,83496006
"hla-a, b, c loci",83496006
class i human antigens,83496006
human leukocyte antigen class i (substance),83496006
human leucocyte antigen (hla) class i antigen,83496006
human leukocyte antigen class i type antigen,83496006
"hla class i antigen, nos",83496006
human leucocyte antigen class i type antigen,83496006
"history taking, health",84100007
"clinical interview, nos",84100007
interview clinical,84100007
"history taking, nos",84100007
clinical interview,84100007
"diagnostic interview and evaluation, nos",84100007
history taking (procedure),84100007
history taking,84100007
"diagnostic interview and evaluation, not otherwise specified",84100007
taking health history,84100007
disorder of digestive tract (disorder),84410009
disorder of digestive tract,84410009
"disease of digestive tract, nos",84410009
joint stiffness (finding),84445001
stiffness of joint (diagnosis),84445001
joints stiffness,84445001
joint stiffness,84445001
stiffness of joint,84445001
stiffness joint,84445001
stiffness;joint(s),84445001
stiff joint,84445001
stiffness joints,84445001
stiffness in joint,84445001
joints stiff,84445001
joint tightness,84445001
stiff joints,84445001
"joint stiffness (hands, shoulder, elbows, knees, and ankles)",84445001
structure of hand,85562004
hand,85562004
manus,85562004
hand structure,85562004
hand structure (body structure),85562004
"structure of hand, unspecified",85562004
"hand, nos",85562004
terminal segment of free upper limb,85562004
hand (anatomy),85562004
hands,85562004
tissues (body),85756007
body tissues,85756007
tissue and smears,85756007
portion of tissue,85756007
body tissue structure,85756007
tissue,85756007
xxx.tissue,85756007
tissues,85756007
"body tissue, nos",85756007
"tissue, nos",85756007
xxx>tissue,85756007
normal tissue,85756007
tiss,85756007
body tissue,85756007
textus,85756007
body tissue structure (body structure),85756007
autoimmune disorder nos,85828009
autoimmune disorders,85828009
autoimmune disease nos,85828009
autoimmune disorder,85828009
"diseases, autoimmune",85828009
autoimmune diseases,85828009
"autoimmune disease, nos",85828009
autoimmunities,85828009
autoimmune disease flare up,85828009
autoimmune disease (disorder),85828009
autoimmune disease (diagnosis),85828009
autoimmune condition,85828009
"disease, autoimmune",85828009
autoimmunity,85828009
"autoimmune disorder, nos",85828009
autoimmune disease,85828009
self recognition (immune),85828009
enteropathy,85919009
disorder of intestine (disorder),85919009
"disease, intestinal",85919009
intestine disease,85919009
bowel dysfunction,85919009
bowels disease,85919009
intestinal disorder,85919009
intestines--diseases,85919009
"diseases, intestinal",85919009
intestinal disease,85919009
diseases intestinal tract,85919009
disorder intestinal,85919009
bowels disorders,85919009
"enteropathy, nos",85919009
disease (or disorder); intestine,85919009
bowel disease,85919009
disease intestinal,85919009
disorders intestinal,85919009
disorders intestines,85919009
diseases of the small and large intestines,85919009
diseases of the intestinal tract,85919009
intestine disorder,85919009
intestinal disorders,85919009
disease;bowel,85919009
intestinal diseases,85919009
disease intestines,85919009
disease intestine,85919009
bowels diseases,85919009
bowel disorders,85919009
disease (or disorder); bowel,85919009
intestinal tract diseases,85919009
disorders intestine,85919009
unspecified disorder of intestine,85919009
disease bowel,85919009
disorder intestine,85919009
bowel; disease,85919009
bowel disorder,85919009
intestinal disorder (diagnosis),85919009
diseases intestines,85919009
"disease of intestine, nos",85919009
"disease of intestine, unspecified",85919009
disorder of intestine,85919009
intestine; disease,85919009
disorders bowel,85919009
bowel diseases,85919009
diseases intestine,85919009
intestinal ulceration nos,85942002
bowel; ulcer,85942002
intestine ulcers,85942002
intestinal ulcer,85942002
intestinal ulcers,85942002
erosion; bowel,85942002
ulcer; bowel,85942002
ulcer of intestine,85942002
"ulceration of intestine, nos",85942002
ulcer intestine,85942002
intestine ulcer,85942002
ulceration of intestine,85942002
primary ulcer of intestine,85942002
ulcer intestinal,85942002
ulceration of intestine (disorder),85942002
intestine ulceration,85942002
ulcer; intestine,85942002
"primary ulcer of intestine, nos",85942002
bowel; erosion,85942002
intestinal; ulcer,85942002
intestinal ulceration,85942002
ulceration of intestine (diagnosis),85942002
uric acid,86228006
uric acid measurement,86228006
urate measurement,86228006
"urate measurement, nos",86228006
"uric acid measurement, nos",86228006
uric acid measurement (procedure),86228006
uric acid level,86228006
"body system, gastrointestinal",86762007
alimentary system,86762007
structure of digestive system (body structure),86762007
digestive,86762007
"digestive system, nos",86762007
digestive systems,86762007
"organ system, gastrointestinal",86762007
systema digestorium,86762007
ailmentary system,86762007
digestive structure,86762007
gis - gastrointestinal system,86762007
gastrointestinal organ system,86762007
digestive system,86762007
gastrointestinal system,86762007
gastrointestinal body system,86762007
structure of digestive system,86762007
nail dystrophy,87065009
dystrophic claw,87065009
poor nail formation,87065009
dystrophic nails,87065009
nail deformed,87065009
onychodystrophy was noted,87065009
nail dystrophy (diagnosis),87065009
nail dystrophy was noted,87065009
dystrophic nail,87065009
dystrophia unguium (disorder),87065009
onychodystrophy,87065009
dystrophia unguium,87065009
nail; dystrophy,87065009
onychodystrophy (physical finding),87065009
nail dystrophy (physical finding),87065009
nails onychodystrophy,87065009
nail dystrophies,87065009
dystrophy; nail,87065009
claw deformed,87065009
soft tissues,87784001
xxx>soft tissue,87784001
soft tissue (navigational concept),87784001
structure of soft tissue (body structure),87784001
structure of soft tissue,87784001
soft tissue,87784001
"soft tissues, nos",87784001
diseases of bones and joints,88230002
disease skeletal system,88230002
diseases skeletal system,88230002
bones diseases joints,88230002
disorder of skeletal system (diagnosis),88230002
disorder of skeletal system (disorder),88230002
disease of skeletal system,88230002
"disorder of skeletal system, nos",88230002
skeletal system disease,88230002
osteoarthropathy,88230002
skeletal disorder,88230002
"osteoarthropathy, nos",88230002
"disease of bone and joint, nos",88230002
disorders skeletal,88230002
bones joints diseases,88230002
disease of bone and joint,88230002
disease of bone and/or joint,88230002
disorders skeletal system,88230002
disease or syndrome of skeletal system,88230002
bone diseases joint,88230002
bone/joint disorders,88230002
bone joint disorders,88230002
osteoarthropathies,88230002
"disease of skeletal system, nos",88230002
bone joint disease,88230002
diseases and syndromes of skeletal system,88230002
disorder of skeletal system,88230002
antirheumatic,88279005
anti rheumatic agents,88279005
anti rheumatic drugs,88279005
antirheumatic drug,88279005
"drug, anti-rheumatic",88279005
anti-rheumatic agent,88279005
medicinal product acting as antirheumatic agent (product),88279005
"drug, antirheumatic",88279005
antirheumatic agent,88279005
anti rheumatic agent,88279005
anti-rheumatic drug,88279005
antirheumatic agent [tc],88279005
"agent, anti-rheumatic",88279005
anti-rheumatic drugs,88279005
anti rheumatic drug,88279005
"agent, antirheumatic",88279005
antirheumatics,88279005
"anti-rheumatic agent, nos",88279005
antirheumatic drugs,88279005
antirheumatic agents,88279005
anti-rheumatic agents,88279005
urates,88476001
urate (substance),88476001
urate,88476001
metatarsal compression test,88621002
metatarsal compression test (procedure),88621002
product containing protein (product),88878007
protein preparations,88878007
protein (substance),88878007
protein,88878007
proteins,88878007
"protein, nos",88878007
protein-containing product,88878007
protein preparations (medication),88878007
gene product,88878007
joint synovium,88928006
synovial membrane of joint,88928006
structure of synovial tissue of joint,88928006
"synovium of joint, nos",88928006
structure of synovial membrane of joint,88928006
structure of synovial membrane of joint (body structure),88928006
synovial tissue of joint,88928006
"synovial tissue of joint, nos",88928006
synovium of joint,88928006
"gout, nos",90560007
gout nos,90560007
gouts,90560007
gout; in,90560007
"gout, unspecified, site unspecified",90560007
gout (diagnosis),90560007
inflammatory disorder due to increased blood urate level,90560007
inflammatory disorder due to increased blood urate level (disorder),90560007
"gout, unspecified",90560007
gout,90560007
gout disorder,90560007
inflammatory disorder due to increased blood urate level (diagnosis),90560007
chronic course - prolonged duration,90734009
chronic (qualifier value),90734009
chronic,90734009
pain extremity,90834002
pain of extremities,90834002
limb ach,90834002
pain in extremity,90834002
pain in extremities,90834002
pain limb,90834002
limbs pain,90834002
extremity pain,90834002
extremities pains,90834002
aching limbs,90834002
pain;limb,90834002
"limb pain, nos",90834002
pain extremities,90834002
limb pain,90834002
limb pain (diagnosis),90834002
limb pain (symptom),90834002
pain in limb nos,90834002
"pain in limb, site unspecified",90834002
pain in limb (finding),90834002
aching in limb,90834002
pain in limb,90834002
extremities pain,90834002
physical therapeutics,91251008
physical procedures therapy,91251008
rnax perform physical therapy service (treatment),91251008
therapy physical,91251008
physical; therapy,91251008
"physiotherapy procedure, nos",91251008
physical therapist service,91251008
physical therapy treatments,91251008
physical therapy procedure,91251008
"physiotherapy, nos",91251008
"therapy, physical",91251008
physical therapy procedure (regime/therapy),91251008
physical therapy,91251008
rnax perform physical therapy service,91251008
physical therapy service (treatment),91251008
physical medicine - physiatric procedure,91251008
procedure physical therapy,91251008
pt - physiotherapy,91251008
pt,91251008
physical therapy - physiotherapy,91251008
physiotherapy procedure,91251008
treatment physical therapy,91251008
physical medicine - physiatric service,91251008
physical therapy service,91251008
physiatric procedure,91251008
physiotherapy techniques,91251008
physiotherapy,91251008
physical therapy techniques,91251008
physical technique therapy,91251008
physical medicine procedure,91251008
rnix physical therapist service (treatment),91251008
physical therapies,91251008
physiotherapies,91251008
therapy; physical,91251008
rnix physical therapist service,91251008
therapy;physical,91251008
"physical therapy procedure, nos",91251008
physical therapy treatment,91251008
acute-phase reactants,91309004
acute-phase proteins,91309004
acute phase protein,91309004
"proteins, acute-phase",91309004
acute phase reactants,91309004
"reactants, acute phase",91309004
"protein, acute-phase",91309004
acute phase proteins,91309004
acute-phase protein,91309004
"reactant, acute-phase",91309004
acute phase reactant,91309004
acute-phase reactant,91309004
"proteins, acute phase",91309004
"phase reactant, acute",91309004
"reactants, acute-phase",91309004
"reactant, acute phase",91309004
acute phase reactant (substance),91309004
"body system, nos",91689009
body system,91689009
system organ,91689009
organs system,91689009
organs systems,91689009
body system structure,91689009
"body apparatus, nos",91689009
body systems,91689009
structure system body,91689009
organ system,91689009
system structure body,91689009
body system structure (body structure),91689009
organ systems,91689009
body substance,91720002
portion of body substance,91720002
body substance (substance),91720002
human body substance,91720002
entire physical anatomical entity (body structure),91722005
entire physical anatomical entity,91722005
physical anatomical entity,91722005
physical anatomic entity,91722005
anatomical structure (body structure),91723000
anatomy,91723000
anatomic structure,91723000
anatomical structures,91723000
biological structure,91723000
anatomical structure,91723000
"serous sac, nos",91725007
serous sac,91725007
serous sac structure,91725007
serous sac structure (body structure),91725007
anatomical junction,91833003
"anatomical junction, nos",91833003
structure of anatomical junction,91833003
structure of anatomical junction (body structure),91833003
skin diseases and manifestations,95320005
skin disorder diagnosis,95320005
skin disorder nos,95320005
skin conditions,95320005
skin--diseases,95320005
"disease of skin, nos",95320005
diseases skin,95320005
dermatological disease,95320005
dermatological diseases,95320005
skin disorder (nos),95320005
diseases disorders skin,95320005
dermatologic condition,95320005
dermatosis,95320005
skin diseases,95320005
dermatosis nos,95320005
iatrogenic dermatosis,95320005
dermatopathy,95320005
disease integumentary,95320005
cutaneous disorder,95320005
of skin disease,95320005
skin disease,95320005
dermatological disorder,95320005
disease skin,95320005
disease or syndrome of skin,95320005
disease of skin,95320005
integumentary disease,95320005
"dermatosis, nos",95320005
dermatological disorders,95320005
skin disorders,95320005
dermatologic diseases,95320005
skin disorders (diagnosis),95320005
disorder of skin,95320005
disorders skin,95320005
dermopathy,95320005
skin; disorder,95320005
disease (or disorder); skin,95320005
disease;skin,95320005
disease disorders skin,95320005
skin condition,95320005
disorder skin,95320005
dermatologic disease,95320005
"skin disorder, nos",95320005
dermatologic disorders,95320005
disorder skin (nos),95320005
diseases integumentary,95320005
dermatologic condition (diagnosis),95320005
cutaneous disorders,95320005
disorder of skin (disorder),95320005
skin disorder,95320005
dermatoses,95320005
diseases and syndromes of skin,95320005
skin lesions (symptom),95324001
skin lesion nos,95324001
skin lesions:,95324001
lesions skin,95324001
skin lesion (disorder),95324001
"skin lesion, nos",95324001
skin lesions (physical finding),95324001
skin lesion,95324001
disorders lesions skin,95324001
lesion skin,95324001
disorder lesions skin,95324001
skin; lesion,95324001
lesion; skin,95324001
skin lesion(s):,95324001
skin lesions,95324001
uveal disorders,95678007
disease or syndrome of uveal tract,95678007
uveal disease,95678007
uvea disorder,95678007
"disorder of uveal tract, nos",95678007
"disease, uveal",95678007
uveal diseases,95678007
"diseases, uveal",95678007
disorder of uveal tract (disorder),95678007
disorder of uveal tract,95678007
diseases and syndromes of uveal tract,95678007
uveal disorder,95678007
disease (or disorder); uveal tract,95678007
inflammation of orbit,95770005
inflammation of orbit (diagnosis),95770005
"inflammation of orbit, nos",95770005
inflammation of orbit proper (disorder),95770005
orbit; inflammation,95770005
inflammation; orbit,95770005
inflammation of orbit proper,95770005
environmental factor,102487004
environmental risk factor,102487004
environmental risk factor (observable entity),102487004
environmental risk factors,102487004
pain in upper limb,102556003
pain in the arms,102556003
pain in upper limb (finding),102556003
pain in arm (diagnosis),102556003
arm pain,102556003
upper extremity pain,102556003
pain in arm,102556003
musculoskeletal arm pain,102556003
"extremity pain, upper",102556003
pain;musculoskeletal;arm,102556003
forelimb painful,102556003
limb pain arm,102556003
pain;arm,102556003
forelimb pain,102556003
painful arm,102556003
arms pain,102556003
upper extremity pain musculoskeletal,102556003
arm pains,102556003
pain in upper limb nos,102556003
pain in upper extremities,102556003
arms pains,102556003
"arm pain, nos",102556003
pain of upper limb,102556003
upper limb pain,102556003
neurologic findings,102957003
neuro-obs,102957003
neurological observations,102957003
neurological finding,102957003
nervous system finding,102957003
"finding, neurologic",102957003
findings nervous system,102957003
neurological signs symptoms,102957003
neurologic finding,102957003
"findings, neurologic",102957003
neurological finding (finding),102957003
neuro obs,102957003
"neurological sign or symptom, nos",102957003
"neurological findings, nos",102957003
diagnostic procedure,103693007
diagnostic test,103693007
diagnostic procedure nos,103693007
procedures;diagnostic,103693007
diagnostic method,103693007
diagnostic procedures,103693007
"diagnostic procedure, nos",103693007
diagnostic testing,103693007
diagnostic technique,103693007
"noninfectious erythematous, papular and squamous diseases",105963001
"noninfectious, erythematous, papular and/or squamous disease",105963001
"noninfectious, erythematous, papular and/or squamous disease (navigational concept)",105963001
connective tissue disease or syndrome,105969002
disorders of connective tissue,105969002
disorder of connective tissue,105969002
connective tissue disorder,105969002
connective tissue disorders nec,105969002
connective tissues--diseases,105969002
connective tissue disorders,105969002
connective tissue disorder nos,105969002
disease;connective tissue,105969002
connective tissue diseases,105969002
disorders of connective tissue (diagnosis),105969002
"diseases, connective tissue",105969002
disorder of connective tissue (disorder),105969002
connective tissue disorder diagnosis,105969002
connective tissue disease,105969002
diseases of the connective tissues,105969002
diseases and syndromes of connective tissue,105969002
"disease, connective tissue",105969002
musculoskeletal observation,106028002
musculoskeletal finding (finding),106028002
musculoskeletal system finding,106028002
musculoskeletal system observation,106028002
musculoskeletal finding,106028002
musculoskeletal function (observable entity),106029005
"concepts, musculoskeletal physiological",106029005
musculoskeletal physiological phenomenon,106029005
musculoskeletal physiological concepts,106029005
musculoskeletal physiological phenomena,106029005
"physiology, musculoskeletal",106029005
"phenomenon, musculoskeletal physiological",106029005
"concept, musculoskeletal physiological",106029005
"phenomena, musculoskeletal physiological",106029005
musculoskeletal function,106029005
musculoskeletal physiology,106029005
musculoskeletal physiological concept,106029005
skin finding,106076001
skin finding (finding),106076001
skin findings,106076001
skin observation,106076001
sensory nervous system finding,106147001
sensory nervous system finding (finding),106147001
"factor, immune",106181007
"factor, immunological",106181007
"factors, immunological",106181007
immune factor,106181007
immune factors,106181007
immunological substance,106181007
"factors, immune",106181007
immunologic factor,106181007
immunologic factors,106181007
immunologic substance (substance),106181007
immunological factors,106181007
immunological factor,106181007
"factors, immunologic",106181007
immunologic substance,106181007
immune system finding (finding),106182000
immune system finding,106182000
haematopoietic system finding,106200001
hematopoietic system finding,106200001
hematopoietic system finding (finding),106200001
"genetic, molecular and/or cellular finding",106220000
"genetic, molecular and/or cellular finding (navigational concept)",106220000
genetic finding (finding),106221001
genetic finding,106221001
genetic observations,106221001
general information qualifier (qualifier value),106227002
general information qualifier,106227002
general information qualifiers,106227002
adjectival modifiers,106232001
adjectival modifier,106232001
adjectival modifier (qualifier value),106232001
general adjectival modifiers,106234000
general adjectival modifier (qualifier value),106234000
general adjectival modifier,106234000
linkage terms,106237007
linkage concept,106237007
linkage concept (linkage concept),106237007
degenerative change,107669003
degeneration,107669003
degenerates,107669003
degenerative abnormality (morphologic abnormality),107669003
degenerate,107669003
tissue degeneration,107669003
abnormal degeneration,107669003
degenerated,107669003
degenerations,107669003
degenerative abnormality,107669003
degenerative,107669003
"degeneration, nos",107669003
degenerative changes,107669003
degenerative abnormalities,107669003
degenerating,107669003
chart related administrative procedure (procedure),107727007
medical records administrative procedures,107727007
chart related administrative procedure,107727007
medical records administrative procedure,107727007
introduction procedure (procedure),107733003
introduction procedure,107733003
musculoskeletal system manipulation (procedure),107742005
musculoskeletal system: manipulations,107742005
musculoskeletal system manipulation,107742005
musculoskeletal system manipulation (treatment),107742005
"interview, history and/or physical examination (procedure)",108217004
"interview, history and/or physical examination",108217004
"laboratory test, nos",108252007
lab testing,108252007
laboratory procedures,108252007
laboratory procedure,108252007
general laboratory procedures,108252007
lab test,108252007
laboratory test,108252007
labs testing,108252007
laboratory procedures and services,108252007
laboratory procedure (procedure),108252007
laboratory procedures -general,108252007
laboratory testing,108252007
lab tests,108252007
general laboratory procedure,108252007
test; laboratory,108252007
tests,108252007
"general laboratory procedure, nos",108252007
laboratory test (procedure),108252007
labs test,108252007
laboratory procedures -general (situation),108252007
laboratory tests,108252007
laboratory; test,108252007
general laboratory procedures and services,108252007
test,108252007
topography specific radiologic procedures,108273007
"psychiatric procedure, interview and/or consultation (procedure)",108311000
"psychiatric procedure, interview, and/or consultation",108311000
"psychiatric procedure, interview and/or consultation",108311000
"psychiatric procedure, interview, and/or consultation (treatment)",108311000
enthesopathy; peripheral,111239001
peripheral enthesopathy (diagnosis),111239001
peripheral enthesopathy (disorder),111239001
peripheral enthesopathies,111239001
peripheral enthesopathy,111239001
steroid hormone (substance),112113009
hormone steroid,112113009
steroid hormones,112113009
"steroid hormone, nos",112113009
hormones steroid,112113009
hormones steroids,112113009
steroid hormone,112113009
deposition of sodium urate crystals (morphologic abnormality),112654002
deposition of sodium urate crystals,112654002
operative procedures on the musculoskeletal system,112697007
operations on the musculoskeletal system,112697007
musculoskeletal system: general and miscellaneous operative procedures,112697007
"operation on musculoskeletal system, nos",112697007
operation on musculoskeletal system (procedure),112697007
general operative procedures on the musculoskeletal system,112697007
musculoskeletal procedure,112697007
musculoskeletal procedures (treatment),112697007
musculoskeletal procedures,112697007
operation on musculoskeletal system,112697007
palpation,113011001
palpation - action,113011001
palpation - action (qualifier value),113011001
palpations,113011001
"palpation, nos",113011001
palpation (procedure),113011001
magnetic resonance imaging (procedure),113091000
"medical imaging, magnetic resonance / nuclear magnetic resonance",113091000
nuclear magnetic resonance imaging,113091000
magnetic resonance,113091000
mri,113091000
mri scan (procedure),113091000
steady-state free precession mri,113091000
nuclear magnetic resonance,113091000
"magnetic resonance imaging, nos",113091000
imaging magnetic nuclear resonance,113091000
mr - magnetic resonance,113091000
mri scan,113091000
magnetic resonance imaging - action,113091000
magnetic resonance imaging scan,113091000
magnetic resonance imaging service (procedure),113091000
magnetic resonance imaging,113091000
"mri, nos",113091000
magnetic resonance imaging service,113091000
"imaging, nmr",113091000
magnetic resonance imaging [mri],113091000
mr tomography,113091000
mri - magnetic resonance imaging,113091000
"tomography, mr",113091000
nmr - nuclear magnetic resonance,113091000
zeugmatography,113091000
nmr tomography,113091000
magnetic resonance study,113091000
"imaging, magnetic resonance",113091000
"tomography, nmr",113091000
magnetic resonance imaging - action (qualifier value),113091000
nmr,113091000
mr,113091000
steady state free precession mri,113091000
nmr imaging,113091000
nmri,113091000
magnetic resonance technique,113091000
mr imaging,113091000
magnetic resonance imaging (mri),113091000
magnetic resonance tomography,113091000
skeletal system,113192009
skeletal system structure (body structure),113192009
skeleton,113192009
skeletal structures system,113192009
skeletal systems,113192009
skeletal system structure,113192009
systema skeletale,113192009
"skeletal system, nos",113192009
"skeleton, nos",113192009
skeleton as a whole,113192009
"skeletal bones, nos",113192009
entire synovial joint,113234001
diarthrosis,113234001
"synovial joint, nos",113234001
entire synovial joint (body structure),113234001
intestino-,113276009
intestines,113276009
gut,113276009
bowels,113276009
intestinal,113276009
bowel,113276009
intestine,113276009
intestinal tract,113276009
intestinal structure (body structure),113276009
"intestines, nos",113276009
"bowel, nos",113276009
"intestinal tract, nos",113276009
intestinal structure,113276009
"structure of intestine, unspecified",113276009
structure of intestine,113276009
body organs,113343008
body organ,113343008
body of organ,113343008
organ body,113343008
"body organ, nos",113343008
organ of body,113343008
body organ structure,113343008
body organ structure (body structure),113343008
interphalangeal joint of thumb,115955008
interphalangeal joint of first digit of hand,115955008
ipj - interphalangeal joint of thumb,115955008
interphalangeal thumb joint,115955008
structure of interphalangeal joint of thumb (body structure),115955008
structure of interphalangeal joint of thumb,115955008
"system, immune",116003000
allergic/immunologic organ system,116003000
immune systems,116003000
allergic/immunologic body system,116003000
immune system structure,116003000
"body system, allergic/immunologic",116003000
"structure of immune system, unspecified",116003000
structure of immune system (body structure),116003000
"organ system, allergic/immunologic",116003000
structure of immune system,116003000
"systems, immune",116003000
immune system,116003000
immunologic/allergic organ system,116003000
patients,116154003
patient,116154003
patient (person),116154003
*^patient,116154003
^patient,116154003
sacral spine finding,116304002
sacral spine finding (finding),116304002
finding of upper limb,116307009
finding of upper limb (finding),116307009
observation of upper limb,116307009
finding of shoulder region,116308004
finding of shoulder region (finding),116308004
observation of shoulder region,116308004
finding of hand region (finding),116311003
observation of hand region,116311003
finding of hand region,116311003
finding of lower limb,116312005
finding of lower limb (finding),116312005
observation of lower limb,116312005
observation of hip region,116313000
finding of hip region (finding),116313000
finding of hip region,116313000
physical examination maneuver related to lower extremity,116319001
physical examination maneuver related to lower extremity (procedure),116319001
physical examination manoeuvre related to lower extremity,116319001
foot maneuver,116323009
foot manoeuvre,116323009
foot maneuver (procedure),116323009
antibody by target (substance),116641006
antibody by target,116641006
microbiology observation,116650008
specimen related microbial interpretation,116650008
microbiology finding (navigational concept),116650008
microbiology finding,116650008
microbiology result,116650008
"hindpaw, nos",116668006
hindfoot,116668006
structure of hindfoot (body structure),116668006
structure of hindfoot,116668006
hindfoot (body structure),116668006
"hindfoot, nos",116668006
functional finding (finding),118228005
functional finding,118228005
functional observations,118228005
finding of activity of daily living (finding),118233009
